"MONATSZAHL","AUSPRÄGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERÄND_VORMONAT_PROZENT","VERÄND_VORJAHRESMONAT_PROZENT","ZWÖLF_MONATE_MITTELWERT"
"Gäste","Inland",2009,"200911",244407,221554,-18.45,10.31,238963
"Gäste","Inland",2009,"200912",229374,208263,-6.15,10.14,240722
"Gäste","Inland",2008,"Summe",2740924,2604578,,5.23,
"Gäste","Inland",2008,"200801",169346,175149,-17.78,-3.31,216565
"Gäste","Inland",2008,"200802",192567,171230,13.71,12.46,218343
"Gäste","Inland",2008,"200803",206930,224847,7.46,-7.97,216850
"Gäste","Inland",2008,"200804",235297,189520,13.71,24.15,220664
"Gäste","Inland",2008,"200805",256068,225807,8.83,13.4,223186
"Gäste","Inland",2008,"200806",238349,218343,-6.92,9.16,224853
"Gäste","Inland",2008,"200807",251726,241106,5.61,4.4,225738
"Gäste","Inland",2008,"200808",211649,211855,-15.92,-0.1,225721
"Gäste","Inland",2008,"200809",263365,232461,24.43,13.29,228296
"Gäste","Inland",2008,"200810",285810,272388,8.52,4.93,229415
"Gäste","Inland",2008,"200811",221554,235900,-22.48,-6.08,228219
"Gäste","Inland",2008,"200812",208263,205972,-6,1.11,228410
"Gäste","Inland",2007,"Summe",2604578,2458941,,5.92,
"Gäste","Inland",2007,"200701",175149,156885,-15.57,11.64,206434
"Gäste","Inland",2007,"200702",171230,164581,-2.24,4.04,206988
"Gäste","Inland",2007,"200703",224847,210802,31.31,6.66,208158
"Gäste","Inland",2007,"200704",189520,194483,-15.71,-2.55,207745
"Gäste","Inland",2007,"200705",225807,245758,19.15,-8.12,206082
"Gäste","Inland",2007,"200706",218343,158502,-3.31,37.75,211069
"Gäste","Inland",2007,"200707",241106,222060,10.43,8.58,212656
"Gäste","Inland",2007,"200708",211855,202227,-12.13,4.76,213458
"Gäste","Inland",2007,"200709",232461,240027,9.73,-3.15,212828
"Gäste","Inland",2007,"200710",272388,254826,17.18,6.89,214291
"Gäste","Inland",2007,"200711",235900,201332,-13.4,17.17,217172
"Gäste","Inland",2007,"200712",205972,207458,-12.69,-0.72,217048
"Gäste","Inland",2006,"Summe",2458941,2412078,,1.94,
"Gäste","Inland",2006,"200601",156885,157341,-18.46,-0.29,156885
"Gäste","Inland",2006,"200602",164581,151603,4.91,8.56,160733
"Gäste","Inland",2006,"200603",210802,171700,28.08,22.77,177423
"Gäste","Inland",2006,"200604",194483,196420,-7.74,-0.99,181688
"Gäste","Inland",2006,"200605",245758,199916,26.36,22.93,194502
"Gäste","Inland",2006,"200606",158502,205901,-35.5,-23.02,188502
"Gäste","Inland",2006,"200607",222060,228480,40.1,-2.81,193296
"Gäste","Inland",2006,"200608",202227,224542,-8.93,-9.94,194412
"Gäste","Inland",2006,"200609",240027,235854,18.69,1.77,199481
"Gäste","Inland",2006,"200610",254826,241722,6.17,5.42,205015
"Gäste","Inland",2006,"200611",201332,206187,-20.99,-2.35,204680
"Gäste","Inland",2006,"200612",207458,192412,3.04,7.82,204912
"Gäste","insgesamt",2022,"Summe",1910375,3109392,,-38.56,
"Gäste","insgesamt",2022,"202201",188653,50505,-9.5,273.53,270628
"Gäste","insgesamt",2022,"202202",241605,60646,28.07,298.39,285708
"Gäste","insgesamt",2022,"202203",355137,79139,46.99,348.75,308708
"Gäste","insgesamt",2022,"202204",496131,71099,39.7,597.8,344127
"Gäste","insgesamt",2022,"202205",628849,113114,26.75,455.94,387105
"Gäste","insgesamt",2022,"202206",,235995,,,
"Gäste","insgesamt",2022,"202207",,442764,,,
"Gäste","insgesamt",2022,"202208",,501659,,,
"Gäste","insgesamt",2022,"202209",,464185,,,
"Gäste","insgesamt",2022,"202210",,544732,,,
"Gäste","insgesamt",2022,"202211",,337102,,,
"Gäste","insgesamt",2022,"202212",,208452,,,
"Gäste","insgesamt",2021,"Summe",3109392,2998695,,3.69,
"Gäste","insgesamt",2021,"202101",50505,575975,-4.96,-91.23,206102
"Gäste","insgesamt",2021,"202102",60646,570591,20.08,-89.37,163607
"Gäste","insgesamt",2021,"202103",79139,219837,30.49,-64,151882
"Gäste","insgesamt",2021,"202104",71099,29532,-10.16,140.75,155346
"Gäste","insgesamt",2021,"202105",113114,58511,59.09,93.32,159896
"Gäste","insgesamt",2021,"202106",235995,175713,108.63,34.31,164920
"Gäste","insgesamt",2021,"202107",442764,340654,87.62,29.97,173429
"Gäste","insgesamt",2021,"202108",501659,355357,13.3,41.17,185621
"Gäste","insgesamt",2021,"202109",464185,317472,-7.47,46.21,197847
"Gäste","insgesamt",2021,"202110",544732,222674,17.35,144.63,224685
"Gäste","insgesamt",2021,"202111",337102,79241,-38.12,325.41,246173
"Gäste","insgesamt",2021,"202112",208452,53138,-38.16,292.28,259116
"Gäste","insgesamt",2020,"Summe",2998695,8779864,,-65.85,
"Gäste","insgesamt",2020,"202001",575975,571689,-21.52,0.75,732013
"Gäste","insgesamt",2020,"202002",570591,575581,-0.93,-0.87,731597
"Gäste","insgesamt",2020,"202003",219837,647666,-61.47,-66.06,695944
"Gäste","insgesamt",2020,"202004",29532,715230,-86.57,-95.87,638803
"Gäste","insgesamt",2020,"202005",58511,779927,98.13,-92.5,578685
"Gäste","insgesamt",2020,"202006",175713,756813,200.31,-76.78,530260
"Gäste","insgesamt",2020,"202007",340654,910730,93.87,-62.6,482753
"Gäste","insgesamt",2020,"202008",355357,782980,4.32,-54.61,447118
"Gäste","insgesamt",2020,"202009",317472,797595,-10.66,-60.2,407108
"Gäste","insgesamt",2020,"202010",222674,815195,-29.86,-72.68,357731
"Gäste","insgesamt",2020,"202011",79241,692522,-64.41,-88.56,306624
"Gäste","insgesamt",2020,"202012",53138,733936,-32.94,-92.76,249891
"Gäste","insgesamt",2019,"Summe",8779864,8263132,,6.25,
"Gäste","insgesamt",2019,"201901",571689,530784,-15.32,7.71,692003
"Gäste","insgesamt",2019,"201902",575581,529777,0.68,8.65,695820
"Gäste","insgesamt",2019,"201903",647666,648064,12.52,-0.06,695787
"Gäste","insgesamt",2019,"201904",715230,664745,10.43,7.59,699994
"Gäste","insgesamt",2019,"201905",779927,669547,9.05,16.49,709192
"Gäste","insgesamt",2019,"201906",756813,745249,-2.96,1.55,710156
"Gäste","insgesamt",2019,"201907",910730,865572,20.34,5.22,713919
"Gäste","insgesamt",2019,"201908",782980,738883,-14.03,5.97,717594
"Gäste","insgesamt",2019,"201909",797595,764813,1.87,4.29,720326
"Gäste","insgesamt",2019,"201910",815195,767480,2.21,6.22,724302
"Gäste","insgesamt",2019,"201911",692522,663074,-15.05,4.44,726756
"Gäste","insgesamt",2019,"201912",733936,675144,5.98,8.71,731655
"Gäste","insgesamt",2018,"Summe",8263132,7613009,,8.54,
"Gäste","insgesamt",2018,"201801",530784,477945,-19.3,11.06,638821
"Gäste","insgesamt",2018,"201802",529777,502345,-0.19,5.46,641107
"Gäste","insgesamt",2018,"201803",648064,557585,22.33,16.23,648647
"Gäste","insgesamt",2018,"201804",664745,593870,2.57,11.93,654553
"Gäste","insgesamt",2018,"201805",669547,654727,0.72,2.26,655788
"Gäste","insgesamt",2018,"201806",745249,644577,11.31,15.62,664177
"Gäste","insgesamt",2018,"201807",865572,773188,16.15,11.95,671876
"Gäste","insgesamt",2018,"201808",738883,705343,-14.64,4.76,674671
"Gäste","insgesamt",2018,"201809",764813,748737,3.51,2.15,676011
"Gäste","insgesamt",2018,"201810",767480,707845,0.35,8.42,680980
"Gäste","insgesamt",2018,"201811",663074,589103,-13.6,12.56,687144
"Gäste","insgesamt",2018,"201812",675144,657744,1.82,2.65,688594
"Gäste","insgesamt",2017,"Summe",7613009,7045000,,8.06,
"Gäste","insgesamt",2017,"201701",477945,433818,-16.93,10.17,590761
"Gäste","insgesamt",2017,"201702",502345,458988,5.11,9.45,594374
"Gäste","insgesamt",2017,"201703",557585,557074,11,0.09,594416
"Gäste","insgesamt",2017,"201704",593870,603468,6.51,-1.59,593616
"Gäste","insgesamt",2017,"201705",654727,589060,10.25,11.15,599089
"Gäste","insgesamt",2017,"201706",644577,627766,-1.55,2.68,600490
"Gäste","insgesamt",2017,"201707",773188,697965,19.95,10.78,606758
"Gäste","insgesamt",2017,"201708",705343,606250,-8.77,16.35,615016
"Gäste","insgesamt",2017,"201709",748737,678220,6.15,10.4,620892
"Gäste","insgesamt",2017,"201710",707845,665852,-5.46,6.31,624392
"Gäste","insgesamt",2017,"201711",589103,551198,-16.78,6.88,627551
"Gäste","insgesamt",2017,"201712",657744,575341,11.65,14.32,634417
"Gäste","insgesamt",2016,"Summe",7045000,6951984,,1.34,
"Gäste","insgesamt",2016,"201601",433818,439130,-21.83,-1.21,578889
"Gäste","insgesamt",2016,"201602",458988,451747,5.8,1.6,579493
"Gäste","insgesamt",2016,"201603",557074,528879,21.37,5.33,581842
"Gäste","insgesamt",2016,"201604",603468,530457,8.33,13.76,587927
"Gäste","insgesamt",2016,"201605",589060,598958,-2.39,-1.65,587102
"Gäste","insgesamt",2016,"201606",627766,604074,6.57,3.92,589076
"Gäste","insgesamt",2016,"201607",697965,705136,11.18,-1.02,588479
"Gäste","insgesamt",2016,"201608",606250,683899,-13.14,-11.35,582008
"Gäste","insgesamt",2016,"201609",678220,653888,11.87,3.72,584035
"Gäste","insgesamt",2016,"201610",665852,660940,-1.82,0.74,584445
"Gäste","insgesamt",2016,"201611",551198,539902,-17.22,2.09,585386
"Gäste","insgesamt",2016,"201612",575341,554974,4.38,3.67,587083
"Gäste","insgesamt",2015,"Summe",6951984,6584336,,5.58,
"Gäste","insgesamt",2015,"201501",439130,420366,-20.7,4.46,550258
"Gäste","insgesamt",2015,"201502",451747,418070,2.87,8.06,553065
"Gäste","insgesamt",2015,"201503",528879,491468,17.07,7.61,556182
"Gäste","insgesamt",2015,"201504",530457,519816,0.3,2.05,557069
"Gäste","insgesamt",2015,"201505",598958,582306,12.91,2.86,558457
"Gäste","insgesamt",2015,"201506",604074,549709,0.85,9.89,562987
"Gäste","insgesamt",2015,"201507",705136,645648,16.73,9.21,567945
"Gäste","insgesamt",2015,"201508",683899,629926,-3.01,8.57,572442
"Gäste","insgesamt",2015,"201509",653888,622043,-4.39,5.12,575096
"Gäste","insgesamt",2015,"201510",660940,636682,1.08,3.81,577118
"Gäste","insgesamt",2015,"201511",539902,514519,-18.31,4.93,579233
"Gäste","insgesamt",2015,"201512",554974,553783,2.79,0.22,579332
"Gäste","insgesamt",2014,"Summe",6584336,6310774,,4.33,
"Gäste","insgesamt",2014,"201401",420366,410269,-16.3,2.46,526739
"Gäste","insgesamt",2014,"201402",418070,413630,-0.55,1.07,527109
"Gäste","insgesamt",2014,"201403",491468,480442,17.56,2.29,528028
"Gäste","insgesamt",2014,"201404",519816,507633,5.77,2.4,529043
"Gäste","insgesamt",2014,"201405",582306,542289,12.02,7.38,532378
"Gäste","insgesamt",2014,"201406",549709,554634,-5.6,-0.89,531968
"Gäste","insgesamt",2014,"201407",645648,617203,17.45,4.61,534338
"Gäste","insgesamt",2014,"201408",629926,583940,-2.44,7.88,538170
"Gäste","insgesamt",2014,"201409",622043,608261,-1.25,2.27,539319
"Gäste","insgesamt",2014,"201410",636682,610826,2.35,4.23,541473
"Gäste","insgesamt",2014,"201411",514519,479389,-19.19,7.33,544401
"Gäste","insgesamt",2014,"201412",553783,502258,7.63,10.26,548695
"Gäste","insgesamt",2013,"Summe",6310774,6132484,,2.91,
"Gäste","insgesamt",2013,"201301",410269,377585,-17.05,8.66,513764
"Gäste","insgesamt",2013,"201302",413630,376855,0.82,9.76,516829
"Gäste","insgesamt",2013,"201303",480442,461798,16.15,4.04,518382
"Gäste","insgesamt",2013,"201304",507633,479170,5.66,5.94,520754
"Gäste","insgesamt",2013,"201305",542289,530058,6.83,2.31,521773
"Gäste","insgesamt",2013,"201306",554634,529526,2.28,4.74,523866
"Gäste","insgesamt",2013,"201307",617203,615219,11.28,0.32,524031
"Gäste","insgesamt",2013,"201308",583940,544714,-5.39,7.2,527300
"Gäste","insgesamt",2013,"201309",608261,616920,4.16,-1.4,526578
"Gäste","insgesamt",2013,"201310",610826,618859,0.42,-1.3,525909
"Gäste","insgesamt",2013,"201311",479389,487155,-21.52,-1.59,525262
"Gäste","insgesamt",2013,"201312",502258,494625,4.77,1.54,525898
"Gäste","insgesamt",2012,"Summe",6132484,5932639,,3.37,
"Gäste","insgesamt",2012,"201201",377585,382986,-20.47,-1.41,493937
"Gäste","insgesamt",2012,"201202",376855,384851,-0.19,-2.08,493270
"Gäste","insgesamt",2012,"201203",461798,420451,22.54,9.83,496716
"Gäste","insgesamt",2012,"201204",479170,453370,3.76,5.69,498866
"Gäste","insgesamt",2012,"201205",530058,507403,10.62,4.46,500754
"Gäste","insgesamt",2012,"201206",529526,501447,-0.1,5.6,503094
"Gäste","insgesamt",2012,"201207",615219,627546,16.18,-1.96,502066
"Gäste","insgesamt",2012,"201208",544714,519113,-11.46,4.93,504200
"Gäste","insgesamt",2012,"201209",616920,622618,13.26,-0.92,503725
"Gäste","insgesamt",2012,"201210",618859,564783,0.31,9.57,508231
"Gäste","insgesamt",2012,"201211",487155,473309,-21.28,2.93,509385
"Gäste","insgesamt",2012,"201212",494625,474762,1.53,4.18,511040
"Gäste","insgesamt",2011,"Summe",5932639,5578385,,6.35,
"Gäste","insgesamt",2011,"201101",382986,301980,-13.87,26.82,471616
"Gäste","insgesamt",2011,"201102",384851,370077,0.49,3.99,472847
"Gäste","insgesamt",2011,"201103",420451,431138,9.25,-2.48,471957
"Gäste","insgesamt",2011,"201104",453370,433758,7.83,4.52,473591
"Gäste","insgesamt",2011,"201105",507403,460291,11.92,10.24,477517
"Gäste","insgesamt",2011,"201106",501447,471329,-1.17,6.39,480027
"Gäste","insgesamt",2011,"201107",627546,583862,25.15,7.48,483667
"Gäste","insgesamt",2011,"201108",519113,516629,-17.28,0.48,483874
"Gäste","insgesamt",2011,"201109",622618,598966,19.94,3.95,485845
"Gäste","insgesamt",2011,"201110",564783,542927,-9.29,4.03,487666
"Gäste","insgesamt",2011,"201111",473309,422774,-16.2,11.95,491878
"Gäste","insgesamt",2011,"201112",474762,444654,0.31,6.77,494387
"Gäste","insgesamt",2010,"Summe",5578385,4993600,,11.71,
"Gäste","insgesamt",2010,"201001",301980,311074,-27.35,-2.92,415376
"Gäste","insgesamt",2010,"201002",370077,305105,22.55,21.29,420790
"Gäste","insgesamt",2010,"201003",431138,362386,16.5,18.97,426519
"Gäste","insgesamt",2010,"201004",433758,365624,0.61,18.63,432197
"Gäste","insgesamt",2010,"201005",460291,458541,6.12,0.38,432343
"Gäste","insgesamt",2010,"201006",471329,407448,2.4,15.68,437666
"Gäste","insgesamt",2010,"201007",583862,512267,23.88,13.98,443633
"Gäste","insgesamt",2010,"201008",516629,444720,-11.52,16.17,449625
"Gäste","insgesamt",2010,"201009",598966,510541,15.94,17.32,456994
"Gäste","insgesamt",2010,"201010",542927,503860,-9.36,7.75,460249
"Gäste","insgesamt",2010,"201011",422774,396360,-22.13,6.66,462450
"Gäste","insgesamt",2010,"201012",444654,415674,5.18,6.97,464865
"Gäste","insgesamt",2009,"Summe",4993600,4834101,,3.3,
"Gäste","insgesamt",2009,"200901",311074,298725,-14.89,4.13,403871
"Gäste","insgesamt",2009,"200902",305105,323463,-1.92,-5.68,402341
"Gäste","insgesamt",2009,"200903",362386,354510,18.77,2.22,402997
"Gäste","insgesamt",2009,"200904",365624,400286,0.89,-8.66,400109
"Gäste","insgesamt",2009,"200905",458541,431465,25.41,6.28,402365
"Gäste","insgesamt",2009,"200906",407448,433359,-11.14,-5.98,400206
"Gäste","insgesamt",2009,"200907",512267,475368,25.73,7.76,403281
"Gäste","insgesamt",2009,"200908",444720,434704,-13.19,2.3,404116
"Gäste","insgesamt",2009,"200909",510541,480557,14.8,6.24,406614
"Gäste","insgesamt",2009,"200910",503860,481575,-1.31,4.63,408471
"Gäste","insgesamt",2009,"200911",396360,354584,-21.34,11.78,411953
"Gäste","insgesamt",2009,"200912",415674,365505,4.87,13.73,416133
"Gäste","insgesamt",2008,"Summe",4834101,4702502,,2.8,
"Gäste","insgesamt",2008,"200801",298725,288543,-20.6,3.53,392724
"Gäste","insgesamt",2008,"200802",323463,296259,8.28,9.18,394991
"Gäste","insgesamt",2008,"200803",354510,374409,9.6,-5.31,393332
"Gäste","insgesamt",2008,"200804",400286,360239,12.91,11.12,396670
"Gäste","insgesamt",2008,"200805",431465,391535,7.79,10.2,399997
"Gäste","insgesamt",2008,"200806",433359,402182,0.44,7.75,402595
"Gäste","insgesamt",2008,"200807",475368,461691,9.69,2.96,403735
"Gäste","insgesamt",2008,"200808",434704,434190,-8.55,0.12,403778
"Gäste","insgesamt",2008,"200809",480557,457313,10.55,5.08,405715
"Gäste","insgesamt",2008,"200810",481575,473556,0.21,1.69,406383
"Gäste","insgesamt",2008,"200811",354584,386368,-26.37,-8.23,403734
"Gäste","insgesamt",2008,"200812",365505,376217,3.08,-2.85,402842
"Gäste","insgesamt",2007,"Summe",4702502,4385341,,7.23,
"Gäste","insgesamt",2007,"200701",288543,260752,-21.93,10.66,367761
"Gäste","insgesamt",2007,"200702",296259,263461,2.67,12.45,370494
"Gäste","insgesamt",2007,"200703",374409,341225,26.38,9.72,373260
"Gäste","insgesamt",2007,"200704",360239,329576,-3.78,9.3,375815
"Gäste","insgesamt",2007,"200705",391535,406053,8.69,-3.58,374605
"Gäste","insgesamt",2007,"200706",402182,341741,2.72,17.69,379642
"Gäste","insgesamt",2007,"200707",461691,437373,14.8,5.56,381668
"Gäste","insgesamt",2007,"200708",434190,401172,-5.96,8.23,384420
"Gäste","insgesamt",2007,"200709",457313,465880,5.33,-1.84,383706
"Gäste","insgesamt",2007,"200710",473556,426656,3.55,10.99,387614
"Gäste","insgesamt",2007,"200711",386368,341873,-18.41,13.02,391322
"Gäste","insgesamt",2007,"200712",376217,369579,-2.63,1.8,391875
"Gäste","insgesamt",2006,"Summe",4385341,4162611,,5.35,
"Gäste","insgesamt",2006,"200601",260752,247467,-20.34,5.37,260752
"Gäste","insgesamt",2006,"200602",263461,258242,1.04,2.02,262107
"Gäste","insgesamt",2006,"200603",341225,285876,29.52,19.36,288479
"Gäste","insgesamt",2006,"200604",329576,332340,-3.41,-0.83,298754
"Gäste","insgesamt",2006,"200605",406053,332721,23.2,22.04,320213
"Gäste","insgesamt",2006,"200606",341741,370719,-15.84,-7.82,323801
"Gäste","insgesamt",2006,"200607",437373,424374,27.98,3.06,340026
"Gäste","insgesamt",2006,"200608",401172,415702,-8.28,-3.5,347669
"Gäste","insgesamt",2006,"200609",465880,441371,16.13,5.55,360804
"Gäste","insgesamt",2006,"200610",426656,400247,-8.42,6.6,367389
"Gäste","insgesamt",2006,"200611",341873,326221,-19.87,4.8,365069
"Gäste","insgesamt",2006,"200612",369579,327331,8.1,12.91,365445
"Übernachtungen","Ausland",2022,"Summe",1627870,2393067,,-31.98,
"Übernachtungen","Ausland",2022,"202201",161125,53870,-23.36,199.1,208360
"Übernachtungen","Ausland",2022,"202202",202497,58758,25.68,244.63,220338
"Übernachtungen","Ausland",2022,"202203",298195,65654,47.26,354.19,239717
"Übernachtungen","Ausland",2022,"202204",428083,61901,43.56,591.56,270232
"Übernachtungen","Ausland",2022,"202205",537970,78663,25.67,583.89,308508
"Übernachtungen","Ausland",2022,"202206",,137350,,,
"Übernachtungen","Ausland",2022,"202207",,296318,,,
"Übernachtungen","Ausland",2022,"202208",,359702,,,
"Übernachtungen","Ausland",2022,"202209",,339004,,,
"Übernachtungen","Ausland",2022,"202210",,425436,,,
"Übernachtungen","Ausland",2022,"202211",,306175,,,
"Übernachtungen","Ausland",2022,"202212",,210236,,,
"Übernachtungen","Ausland",2021,"Summe",2393067,2242209,,6.73,
"Übernachtungen","Ausland",2021,"202101",53870,568724,3.27,-90.53,143946
"Übernachtungen","Ausland",2021,"202102",58758,477967,9.07,-87.71,109012
"Übernachtungen","Ausland",2021,"202103",65654,179904,11.74,-63.51,99491
"Übernachtungen","Ausland",2021,"202104",61901,30043,-5.72,106.04,102146
"Übernachtungen","Ausland",2021,"202105",78663,38780,27.08,102.84,105470
"Übernachtungen","Ausland",2021,"202106",137350,82400,74.61,66.69,110049
"Übernachtungen","Ausland",2021,"202107",296318,196269,115.74,50.98,118386
"Übernachtungen","Ausland",2021,"202108",359702,218400,21.39,64.7,130162
"Übernachtungen","Ausland",2021,"202109",339004,180744,-5.75,87.56,143350
"Übernachtungen","Ausland",2021,"202110",425436,154302,25.5,175.72,165944
"Übernachtungen","Ausland",2021,"202111",306175,62514,-28.03,389.77,186249
"Übernachtungen","Ausland",2021,"202112",210236,52162,-31.33,303.04,199422
"Übernachtungen","Ausland",2020,"Summe",2242209,8764397,,-74.42,
"Übernachtungen","Ausland",2020,"202001",568724,518611,-27.97,9.66,734543
"Übernachtungen","Ausland",2020,"202002",477967,505592,-15.96,-5.46,732240
"Übernachtungen","Ausland",2020,"202003",179904,565822,-62.36,-68.2,700081
"Übernachtungen","Ausland",2020,"202004",30043,720370,-83.3,-95.83,642553
"Übernachtungen","Ausland",2020,"202005",38780,744083,29.08,-94.79,583778
"Übernachtungen","Ausland",2020,"202006",82400,748087,112.48,-88.99,528304
"Übernachtungen","Ausland",2020,"202007",196269,947825,138.19,-79.29,465675
"Übernachtungen","Ausland",2020,"202008",218400,912865,11.28,-76.08,407802
"Übernachtungen","Ausland",2020,"202009",180744,880959,-17.24,-79.48,349451
"Übernachtungen","Ausland",2020,"202010",154302,813676,-14.63,-81.04,294503
"Übernachtungen","Ausland",2020,"202011",62514,616988,-59.49,-89.87,248297
"Übernachtungen","Ausland",2020,"202012",52162,789519,-16.56,-93.39,186851
"Übernachtungen","Ausland",2019,"Summe",8764397,8334803,,5.15,
"Übernachtungen","Ausland",2019,"201901",518611,515632,-27.71,0.58,694815
"Übernachtungen","Ausland",2019,"201902",505592,448442,-2.51,12.74,699578
"Übernachtungen","Ausland",2019,"201903",565822,562944,11.91,0.51,699818
"Übernachtungen","Ausland",2019,"201904",720370,649566,27.31,10.9,705718
"Übernachtungen","Ausland",2019,"201905",744083,677562,3.29,9.82,711261
"Übernachtungen","Ausland",2019,"201906",748087,715333,0.54,4.58,713991
"Übernachtungen","Ausland",2019,"201907",947825,904374,26.7,4.8,717612
"Übernachtungen","Ausland",2019,"201908",912865,904120,-3.69,0.97,718340
"Übernachtungen","Ausland",2019,"201909",880959,870785,-3.5,1.17,719188
"Übernachtungen","Ausland",2019,"201910",813676,768206,-7.64,5.92,722977
"Übernachtungen","Ausland",2019,"201911",616988,600396,-24.17,2.76,724360
"Übernachtungen","Ausland",2019,"201912",789519,717443,27.96,10.05,730366
"Übernachtungen","Ausland",2018,"Summe",8334803,7505723,,11.05,
"Übernachtungen","Ausland",2018,"201801",515632,411089,-25.47,25.43,634189
"Übernachtungen","Ausland",2018,"201802",448442,444769,-13.03,0.83,634495
"Übernachtungen","Ausland",2018,"201803",562944,463099,25.53,21.56,642815
"Übernachtungen","Ausland",2018,"201804",649566,557977,15.39,16.41,650448
"Übernachtungen","Ausland",2018,"201805",677562,603095,4.31,12.35,656653
"Übernachtungen","Ausland",2018,"201806",715333,589585,5.57,21.33,667132
"Übernachtungen","Ausland",2018,"201807",904374,802874,26.43,12.64,675591
"Übernachtungen","Ausland",2018,"201808",904120,846592,-0.03,6.8,680385
"Übernachtungen","Ausland",2018,"201809",870785,894330,-3.69,-2.63,678423
"Übernachtungen","Ausland",2018,"201810",768206,669373,-11.78,14.77,686659
"Übernachtungen","Ausland",2018,"201811",600396,531091,-21.84,13.05,692434
"Übernachtungen","Ausland",2018,"201812",717443,691849,19.49,3.7,694567
"Übernachtungen","Ausland",2017,"Summe",7505723,6721143,,11.67,
"Übernachtungen","Ausland",2017,"201701",411089,440783,-26.51,-6.74,557621
"Übernachtungen","Ausland",2017,"201702",444769,390905,8.19,13.78,562109
"Übernachtungen","Ausland",2017,"201703",463099,485719,4.12,-4.66,560224
"Übernachtungen","Ausland",2017,"201704",557977,575314,20.49,-3.01,558780
"Übernachtungen","Ausland",2017,"201705",603095,555800,8.09,8.51,562721
"Übernachtungen","Ausland",2017,"201706",589585,586291,-2.24,0.56,562995
"Übernachtungen","Ausland",2017,"201707",802874,692973,36.18,15.86,572154
"Übernachtungen","Ausland",2017,"201708",846592,677346,5.45,24.99,586258
"Übernachtungen","Ausland",2017,"201709",894330,718775,5.64,24.42,600887
"Übernachtungen","Ausland",2017,"201710",669373,573000,-25.15,16.82,608918
"Übernachtungen","Ausland",2017,"201711",531091,464839,-20.66,14.25,614439
"Übernachtungen","Ausland",2017,"201712",691849,559398,30.27,23.68,625477
"Übernachtungen","Ausland",2016,"Summe",6721143,6974615,,-3.63,
"Übernachtungen","Ausland",2016,"201601",440783,419927,-22.27,4.97,582956
"Übernachtungen","Ausland",2016,"201602",390905,418815,-11.32,-6.66,580630
"Übernachtungen","Ausland",2016,"201603",485719,459403,24.25,5.73,582823
"Übernachtungen","Ausland",2016,"201604",575314,510134,18.45,12.78,588255
"Übernachtungen","Ausland",2016,"201605",555800,586872,-3.39,-5.29,585665
"Übernachtungen","Ausland",2016,"201606",586291,583696,5.49,0.44,585882
"Übernachtungen","Ausland",2016,"201607",692973,740025,18.2,-6.36,581961
"Übernachtungen","Ausland",2016,"201608",677346,826184,-2.26,-18.02,569558
"Übernachtungen","Ausland",2016,"201609",718775,758154,6.12,-5.19,566276
"Übernachtungen","Ausland",2016,"201610",573000,634544,-20.28,-9.7,561147
"Übernachtungen","Ausland",2016,"201611",464839,469777,-18.88,-1.05,560736
"Übernachtungen","Ausland",2016,"201612",559398,567084,20.34,-1.36,560095
"Übernachtungen","Ausland",2015,"Summe",6974615,6648043,,4.91,
"Übernachtungen","Ausland",2015,"201501",419927,433924,-25.84,-3.23,552837
"Übernachtungen","Ausland",2015,"201502",418815,353342,-0.26,18.53,558293
"Übernachtungen","Ausland",2015,"201503",459403,446618,9.69,2.86,559359
"Übernachtungen","Ausland",2015,"201504",510134,514707,11.04,-0.89,558978
"Übernachtungen","Ausland",2015,"201505",586872,599011,15.04,-2.03,557966
"Übernachtungen","Ausland",2015,"201506",583696,566991,-0.54,2.95,559358
"Übernachtungen","Ausland",2015,"201507",740025,648640,26.78,14.09,566974
"Übernachtungen","Ausland",2015,"201508",826184,776103,11.64,6.45,571147
"Übernachtungen","Ausland",2015,"201509",758154,677608,-8.23,11.89,577859
"Übernachtungen","Ausland",2015,"201510",634544,595144,-16.3,6.62,581142
"Übernachtungen","Ausland",2015,"201511",469777,469723,-25.97,0.01,581147
"Übernachtungen","Ausland",2015,"201512",567084,566232,20.71,0.15,581218
"Übernachtungen","Ausland",2014,"Summe",6648043,6332883,,4.98,
"Übernachtungen","Ausland",2014,"201401",433924,371661,-16.46,16.75,532929
"Übernachtungen","Ausland",2014,"201402",353342,378036,-18.57,-6.53,530871
"Übernachtungen","Ausland",2014,"201403",446618,430928,26.4,3.64,532179
"Übernachtungen","Ausland",2014,"201404",514707,518258,15.25,-0.69,531883
"Übernachtungen","Ausland",2014,"201405",599011,531105,16.38,12.79,537541
"Übernachtungen","Ausland",2014,"201406",566991,563279,-5.35,0.66,537851
"Übernachtungen","Ausland",2014,"201407",648640,618085,14.4,4.94,540397
"Übernachtungen","Ausland",2014,"201408",776103,699022,19.65,11.03,546820
"Übernachtungen","Ausland",2014,"201409",677608,668974,-12.69,1.29,547540
"Übernachtungen","Ausland",2014,"201410",595144,590122,-12.17,0.85,547958
"Übernachtungen","Ausland",2014,"201411",469723,444018,-21.07,5.79,550101
"Übernachtungen","Ausland",2014,"201412",566232,519395,20.55,9.02,554004
"Übernachtungen","Ausland",2013,"Summe",6332883,5918351,,7,
